 ,Area,Mean,Min,Max,X,Y,Slice
1,0,210,210,210,29.000,605.000,1
2,0,206,206,206,28.833,598.167,1
3,0,162,162,162,28.833,588.833,1
4,0,128,128,128,28.833,576.833,1
5,0,213,213,213,29.500,565.500,1
6,0,213,213,213,29.500,554.167,1
7,0,210,210,210,30.167,546.833,1
8,0,178,178,178,30.167,540.833,1
9,0,206,206,206,30.833,531.500,1
10,0,206,206,206,30.833,518.833,1
11,0,211,211,211,31.500,511.500,1
12,0,206,206,206,32.167,500.167,1
13,0,206,206,206,32.167,488.167,1
14,0,194,194,194,32.167,478.167,1
15,0,206,206,206,32.833,465.500,1
16,0,207,207,207,33.500,450.833,1
17,0,210,210,210,33.500,438.167,1
18,0,200,200,200,33.500,427.500,1
19,0,206,206,206,33.500,416.167,1
20,0,184,184,184,33.500,407.500,1
21,0,206,206,206,34.833,398.167,1
22,0,206,206,206,34.833,389.500,1
23,0,200,200,200,34.833,377.500,1
24,0,206,206,206,35.500,366.833,1
25,0,206,206,206,35.500,356.833,1
26,0,200,200,200,35.500,346.833,1
27,0,196,196,196,36.833,338.833,1
28,0,211,211,211,37.500,327.500,1
29,0,209,209,209,36.833,317.500,1
30,0,205,205,205,37.500,306.833,1
31,0,208,208,208,37.500,296.833,1
32,0,209,209,209,38.167,288.833,1
33,0,205,205,205,38.833,280.167,1
34,0,201,201,201,39.500,271.500,1
35,0,211,211,211,39.500,261.500,1
36,0,211,211,211,39.500,256.167,1
37,0,208,208,208,40.167,244.833,1
38,0,190,190,190,40.167,238.167,1
39,0,125,125,125,40.167,230.833,1
40,0,206,206,206,41.500,225.500,1
41,0,206,206,206,41.500,220.833,1
42,0,137,137,137,41.500,214.167,1
43,0,207,207,207,352.833,608.167,1
44,0,190,190,190,352.167,598.833,1
45,0,191,191,191,352.167,592.167,1
46,0,210,210,210,352.167,584.167,1
47,0,213,213,213,353.500,576.833,1
48,0,217,217,217,353.500,571.500,1
49,0,217,217,217,353.500,562.167,1
50,0,217,217,217,353.500,554.833,1
51,0,219,219,219,353.500,548.833,1
52,0,204,204,204,354.167,537.500,1
53,0,194,194,194,354.167,528.833,1
54,0,187,187,187,354.167,520.167,1
55,0,216,216,216,354.833,511.500,1
56,0,215,215,215,354.833,502.167,1
57,0,184,184,184,354.833,493.500,1
58,0,220,220,220,355.500,486.167,1
59,0,214,214,214,355.500,477.500,1
60,0,210,210,210,356.167,469.500,1
61,0,208,208,208,356.167,461.500,1
62,0,199,199,199,355.500,453.500,1
63,0,212,212,212,356.167,442.167,1
64,0,192,192,192,356.167,435.500,1
65,0,220,220,220,357.500,427.500,1
66,0,217,217,217,357.500,417.500,1
67,0,217,217,217,357.500,406.167,1
68,0,220,220,220,358.167,398.833,1
69,0,218,218,218,358.833,386.167,1
70,0,225,225,225,358.833,372.833,1
71,0,211,211,211,359.500,361.500,1
72,0,207,207,207,359.500,353.500,1
73,0,207,207,207,359.500,343.500,1
74,0,219,219,219,359.500,338.833,1
75,0,205,205,205,360.167,332.833,1
76,0,212,212,212,360.167,324.833,1
77,0,195,195,195,360.167,314.833,1
78,0,163,163,163,360.167,309.500,1
79,0,202,202,202,361.500,302.833,1
80,0,202,202,202,361.500,295.500,1
81,0,196,196,196,361.500,286.833,1
82,0,196,196,196,361.500,280.833,1
83,0,196,196,196,362.167,275.500,1
84,0,200,200,200,362.167,267.500,1
85,0,206,206,206,362.167,262.167,1
86,0,183,183,183,362.167,256.167,1
87,0,191,191,191,362.833,251.500,1
88,0,199,199,199,362.833,242.833,1
89,0,190,190,190,362.833,233.500,1
90,0,191,191,191,363.500,226.833,1
91,0,196,196,196,364.167,217.500,1
92,0,183,183,183,365.500,207.500,1
93,0,109,109,109,365.500,201.500,1
